artist,genre_category
Will Roush,Other
Will Smith,Other
Willamette Stone,Other
Willie Nelson,Country
Witt Lowry,Other
Wiz Khalifa,Hip Hop / Rap
WizTheMc,Other
Wizkid,Other
Wolf Alice,Rock / Alternative
Wolfgang Amadeus Mozart,Other
Wolfmother,Rock / Alternative
Woodkid,Other
Woody Jackson,Other
Wu-Tang Clan,Hip Hop / Rap
X,Other
X Ambassadors,Other
XO TEAM,Other
XXKATUSJINSUX,Other
XXXTENTACION,Hip Hop / Rap
XYLØ,Other
Xander Ward,Other
Xanemusic,Other
Xavi,Other
Y2K,Other
YALL,Other
YG,Other
YG Marley,Other
YGF DEVO,Other
YNW Melly,Hip Hop / Rap
YONAKA,Other
YULEE,Other
YUNG ALPO,Other
YUNGBLUD,Other
Yaima,Other
Yandel,Latin
Yasuharu Takanashi,Other
Yasunori Nishiki,Other
Yeah Yeah Yeahs,Rock / Alternative
Yeahman,Other
Yeat,Hip Hop / Rap
Yelawolf,Hip Hop / Rap
Ylvis,Other
Yng Lvcas,Latin
Yorina,Other
Yoshihisa Hirano,Other
Yot Club,Pop
You Me At Six,Pop
Young M.A,Other
Young Money,Other
Young Stoner Life,Other
Young Thug,Hip Hop / Rap
Young the Giant,Other
YoungBoy Never Broke Again,Other
Youngbloodz,Other
Your Anxiety Buddy,Other
Yuka Kitamura,Other
Yuki Hayashi,Other
Yung Gravy,Other
Yunggoth✰,Hip Hop / Rap
Yutaka Yamada,Other
ZAYN,Other
ZULAN,Other
Zach Bryan,Country
Zach Templar,Other
Zaid Khaled,Hip Hop / Rap
Zara Larsson,Other
Zauntee,Hip Hop / Rap
Zedd,EDM / Electronic
Zelda,Other
Zerb,EDM / Electronic
Zoe Wees,Other
Zombie Nation,Other
Zummer,Other
a-ha,Other
aeseaes,Other
aespa,Pop
akira2k,Other
alt-J,Rock / Alternative
bands<3,Other
bbno$,Other
beabadoobee,Pop
benny blanco,Other
blackbear,Other
blink-182,Pop
bôa,Other
carwash,Other
cassö,EDM / Electronic
chicago city,EDM / Electronic
chuck e. myers 'sea',Other
cowboy,Other
d4vd,Other
daigoro789,Other
davvn,Other
deer noir,Other
dreamsoda,Other
dreamy,Other
f(x),Pop
flora cash,Other
framed,Other
frumhere,Other
fun.,Other
gigi,Other
girl in red,Pop
gnash,Other
grandson,Other
hxnry,R&B / Soul
iamjakehill,Hip Hop / Rap
iamnotshane,Other
iñigo quintero,Other
jan2k1,Other
joegarratt,EDM / Electronic
kikomori,Other
kirkiimad,Other
kobzx2z,Other
lagosta,Hip Hop / Rap
lilster,Other
lovemyvictims,Other
lucidbeatz,Other
mansionz,Other
marble fade,Other
mavzy grx,EDM / Electronic
mazie,Other
mehro,Other
metr,Other
mgk,Other
midnight Berlin,EDM / Electronic
moow,Other
mrs.tissue,Other
my bloody valentine,Other
nbmusic,Other
nilu,Other
niteboi,EDM / Electronic
noturgf,Other
pearl,Other
ptasinski,Other
raysoo,Other
reclabs,Other
retz,Other
salem ilese,Other
salvia palth,Other
sapientdream,Other
shams,Other
shotty,Other
sleepy dawg,Other
slō,Other
sombr,Other
"sorry, alone",Other
sped up nightcore,Other
sped up viral,Other
st.James,Other
syre,Other
sûr faire,Other
t.A.T.u.,Other
the bird and the bee,Other
toon,Other
turndownn,Other
untrusted,Other
verifiziert,Rock / Alternative
weeklyn,Hip Hop / Rap
weknewnothing,Other
why mona,Other
will hyde,Other
will.i.am,Other
xoxomyah,Other
xxanteria,Other
ylsounds,Other
yung kai,Other
zandros,R&B / Soul
zukrassverliebt,Other
¥$,Other
Ängie,Other
Ólafur Arnalds,Other
Öwnboss,Other
加藤達也,Other
攬佬SKAI ISYOURGOD,Hip Hop / Rap
時瀬高等学校箏曲部,Other
桑原まこ,Other
梶浦 由記,Other
藤澤慶昌,Other
